title,abstract,keywords,discipline,gold_keywords,id,text
演化多目标优化中的几何热力学选择,"热力学遗传算法(Thermodynamical Genetic Algorithms,TDGAs)借鉴热力学中的自由能极小过程来统一处理多目标优化在逼近性和多样性两方面的任务.为提高TDGA的运行效率和解集分布均匀性,提出了一种几何热力学选择.在该选择中首先定义角度熵通过扇形采样来度量种群逼近方向的多样性.然后利用距离精英定义距离能量来度量种群的逼近程度,避免了耗时的非劣分层操作.此外,引入分量热力学替换规则以较低计算代价驱动种群的几何自由能快速下降.在多目标0/1背包问题上的实验结果表明,几何热力学选择极大地提高了TDGA的运行效率和解集分布均匀性;采用该选择的TDGA算法可生成与NSGA-Ⅱ在逼近性和分布多样性上性能相当的解,但在运行效率上明显优于NSGA-Ⅱ.",多目标优化_演化算法_热力学替换_角度熵_距离能量,计算机科学与技术,多目标优化_演化算法_热力学替换_角度熵_距离能量,318,"演化多目标优化中的几何热力学选择 热力学遗传算法(Thermodynamical Genetic Algorithms,TDGAs)借鉴热力学中的自由能极小过程来统一处理多目标优化在逼近性和多样性两方面的任务.为提高TDGA的运行效率和解集分布均匀性,提出了一种几何热力学选择.在该选择中首先定义角度熵通过扇形采样来度量种群逼近方向的多样性.然后利用距离精英定义距离能量来度量种群的逼近程度,避免了耗时的非劣分层操作.此外,引入分量热力学替换规则以较低计算代价驱动种群的几何自由能快速下降.在多目标0/1背包问题上的实验结果表明,几何热力学选择极大地提高了TDGA的运行效率和解集分布均匀性;采用该选择的TDGA算法可生成与NSGA-Ⅱ在逼近性和分布多样性上性能相当的解,但在运行效率上明显优于NSGA-Ⅱ."
物联网服务中间件:挑战与研究进展,"目前提出的物联网应用系统构建方法不少是基于面向服务的体系结构(SOA),原理是将物端资源与云端资源提供的感知、执行与数据处理等能力分别抽象为实体服务和云服务.物联网服务中间件是在实体服务和云服务之上用于支撑物联网任务编程、发现满足任务需求的服务集以及实现各类服务之间互联与互操作的基础结构软件.由于实体服务的异构性、大规模性、动态可用性、情境感知性、时空相关性、资源受限性和执行冲突性,目前构建物联网服务中间件仍面临挑战.该文首先给出了物联网服务中间件的功能模型,并以此为参考,结合实体服务的特性,具体指出了设计与实现物联网服务中间件各功能模块所面临的挑战;接着系统地总结了物联网服务中间件各功能模块的实现方法;然后根据服务描述、服务注册管理、服务发现以及服务组合与任务编程接口的研究进展,对目前已经提出的物联网服务中间件的功能属性进行了分类比较;最后,展望了物联网服务中间件的发展趋势,并指出了未来还需进一步改进和完善的功能.",物联网_中间件_实体服务_服务描述_服务发现_服务组合_编程接口_传感器网络_信息物理融合系统,计算机科学与技术,物联网_中间件_实体服务_服务描述_服务发现_服务组合_编程接口_传感器网络_信息物理融合系统,5363,"物联网服务中间件:挑战与研究进展 目前提出的物联网应用系统构建方法不少是基于面向服务的体系结构(SOA),原理是将物端资源与云端资源提供的感知、执行与数据处理等能力分别抽象为实体服务和云服务.物联网服务中间件是在实体服务和云服务之上用于支撑物联网任务编程、发现满足任务需求的服务集以及实现各类服务之间互联与互操作的基础结构软件.由于实体服务的异构性、大规模性、动态可用性、情境感知性、时空相关性、资源受限性和执行冲突性,目前构建物联网服务中间件仍面临挑战.该文首先给出了物联网服务中间件的功能模型,并以此为参考,结合实体服务的特性,具体指出了设计与实现物联网服务中间件各功能模块所面临的挑战;接着系统地总结了物联网服务中间件各功能模块的实现方法;然后根据服务描述、服务注册管理、服务发现以及服务组合与任务编程接口的研究进展,对目前已经提出的物联网服务中间件的功能属性进行了分类比较;最后,展望了物联网服务中间件的发展趋势,并指出了未来还需进一步改进和完善的功能."
以“三基”教学理念主导“图像处理基础”课程教学改革探索,以计算机图像处理基础课程为例，尝试以“基本理论、基础知识、基本技能”（三基）为主要教学内容，引导学生以各自的就业需求及兴趣为目标，主动开展以计算机智能化教学为辅助，以教师靶向指导为教学质量保障的个性化自主学习。同时注意借助“三基”教学内容，激活学生的自学意识，强化学生的自学能力；启发学生的创新意识，培养、强化学生的动手实践能力，进而形成了一种以学生为中心、以“三基”教学为课程核心内容，注重学生两个意识和两个能力全面发展的教学模式。经过两年的教学实践证明，这种教学模式达到了预期的教学改革目标。,政府订单式教育_用人单位式订单教育_“三基”教学理念_自学能力_创新能力,计算机科学与技术,政府订单式教育_用人单位式订单教育_“三基”教学理念_自学能力_创新能力,2925,以“三基”教学理念主导“图像处理基础”课程教学改革探索 以计算机图像处理基础课程为例，尝试以“基本理论、基础知识、基本技能”（三基）为主要教学内容，引导学生以各自的就业需求及兴趣为目标，主动开展以计算机智能化教学为辅助，以教师靶向指导为教学质量保障的个性化自主学习。同时注意借助“三基”教学内容，激活学生的自学意识，强化学生的自学能力；启发学生的创新意识，培养、强化学生的动手实践能力，进而形成了一种以学生为中心、以“三基”教学为课程核心内容，注重学生两个意识和两个能力全面发展的教学模式。经过两年的教学实践证明，这种教学模式达到了预期的教学改革目标。
基于医学图像序列面绘制的骨组织快速成型方法,"针对人工骨组织快速成型中轮廓线轨迹生成复杂、分层效率低的问题,提出了一种简化三角片模型分层过程的方法.应用移动立方块(MC)算法对医学图像序列进行面绘制重建,根据重建过程的顺序对三角片集合分组,然后采用对边追踪的方法计算切平面与其对应三角片数组的交点轮廓线数据.简化后的分层效率相对于三角网格文件(STL)模型分层平均提高了4.65％.实验结果表明,所提方法可以直接从人体骨组织医学图像序列生成可供3D打印的轮廓线数据,从而实现骨组织的快速成型.",医学图像_骨组织_三维重建_三角片模型_快速成型_分层轮廓,计算机科学与技术,医学图像_骨组织_三维重建_三角片模型_快速成型_分层轮廓,7048,"基于医学图像序列面绘制的骨组织快速成型方法 针对人工骨组织快速成型中轮廓线轨迹生成复杂、分层效率低的问题,提出了一种简化三角片模型分层过程的方法.应用移动立方块(MC)算法对医学图像序列进行面绘制重建,根据重建过程的顺序对三角片集合分组,然后采用对边追踪的方法计算切平面与其对应三角片数组的交点轮廓线数据.简化后的分层效率相对于三角网格文件(STL)模型分层平均提高了4.65％.实验结果表明,所提方法可以直接从人体骨组织医学图像序列生成可供3D打印的轮廓线数据,从而实现骨组织的快速成型."
归一化互相关灰度图像匹配的多核信号处理器实现,"为了满足图像处理对处理器性能的高要求,以基于灰度的归一化互相关(NCC)匹配算法为例,采用高性能、低功耗的多核数字信号处理器(DSP)系统,根据归一化互相关算法中模板图像在源图像中逐个像素搜索并计算相关性的特点,将搜索区域分成六个部分并使TMS320C6472的六个核并行搜索计算这六个区域,并在不同图像存储位置采用不同图像和模板大小实现了多核DSP归一化互相关图像匹配算法.实验结果表明,多核DSP具有作为数字信号处理器的高速信号和图像处理的特点,同时可以根据不同算法通过核间任务分配实现多核并行处理.对于归一化互相关灰度图像匹配算法,TMS320C6472六核DSP和单核DSP比较获得接近单核DSP六倍的性能,对于较大尺寸的图像和PC相比也具有一定的性能加速.",多核_信号处理器_图像匹配_归一化互相关,计算机科学与技术,多核_信号处理器_图像匹配_归一化互相关,4366,"归一化互相关灰度图像匹配的多核信号处理器实现 为了满足图像处理对处理器性能的高要求,以基于灰度的归一化互相关(NCC)匹配算法为例,采用高性能、低功耗的多核数字信号处理器(DSP)系统,根据归一化互相关算法中模板图像在源图像中逐个像素搜索并计算相关性的特点,将搜索区域分成六个部分并使TMS320C6472的六个核并行搜索计算这六个区域,并在不同图像存储位置采用不同图像和模板大小实现了多核DSP归一化互相关图像匹配算法.实验结果表明,多核DSP具有作为数字信号处理器的高速信号和图像处理的特点,同时可以根据不同算法通过核间任务分配实现多核并行处理.对于归一化互相关灰度图像匹配算法,TMS320C6472六核DSP和单核DSP比较获得接近单核DSP六倍的性能,对于较大尺寸的图像和PC相比也具有一定的性能加速."
基于通信特征提取和IP聚集的僵尸网络相似性度量模型,"IRC僵尸网络(botnet)足攻击者通过IRC服务器构建命令与控制信道方式控制大量主机(bot)组成的网络.IRC僵尸网络中IRC服务器与bot连接具有很强的动态特性,为识别使用不同IRC服务器的同一僵尸网络,文中提取并比对僵尸网络的通信量特征、通信频率特征,建模估算bot重叠率,通过融合以上度量指标,提出了僵尸网络相似性度量模型.实验验证了模型的有效性,计算了其准确率,并分析了僵尸网络的迁移.",僵尸网络_通信_聚集_相似性度量_迁移,计算机科学与技术,僵尸网络_通信_聚集_相似性度量_迁移,3464,"基于通信特征提取和IP聚集的僵尸网络相似性度量模型 IRC僵尸网络(botnet)足攻击者通过IRC服务器构建命令与控制信道方式控制大量主机(bot)组成的网络.IRC僵尸网络中IRC服务器与bot连接具有很强的动态特性,为识别使用不同IRC服务器的同一僵尸网络,文中提取并比对僵尸网络的通信量特征、通信频率特征,建模估算bot重叠率,通过融合以上度量指标,提出了僵尸网络相似性度量模型.实验验证了模型的有效性,计算了其准确率,并分析了僵尸网络的迁移."
互联网自治域商业关系推测算法,随着互联网进入商业化发展阶段，不同管理机构的自治域通过商业合作关系来共同路由互联网中的流量。从工程上来看，获取全面准确的自治域商业关系可以指导有效的流量工程管理和资源部署从而均衡网络负载，提高服务可靠性，减少网络运营成本；从理论上来看，获取全面准确的自治域关系可以分析互联网的演进模型，指导设计新的路由协议和互联网架构。虽然互联网路由注册中心会记录自治域之间的商业关系，但是由于商业敏感以及注册中心缺乏维护更新，公开的自治域商业关系并不全面准确，因而通过推测算法获得更加全面准确的自治域商业关系成为了学术界与产业界关注的热点。文中系统地综述了现有的互联网自治域商业关系推测算法及其存在的问题，并对该领域有待进一步研究的问题和可能的解决方案给出了一些建议。,自治域商业关系_推测算法_有效路径_路由策略_互联网,计算机科学与技术,自治域商业关系_推测算法_有效路径_路由策略_互联网,5777,互联网自治域商业关系推测算法 随着互联网进入商业化发展阶段，不同管理机构的自治域通过商业合作关系来共同路由互联网中的流量。从工程上来看，获取全面准确的自治域商业关系可以指导有效的流量工程管理和资源部署从而均衡网络负载，提高服务可靠性，减少网络运营成本；从理论上来看，获取全面准确的自治域关系可以分析互联网的演进模型，指导设计新的路由协议和互联网架构。虽然互联网路由注册中心会记录自治域之间的商业关系，但是由于商业敏感以及注册中心缺乏维护更新，公开的自治域商业关系并不全面准确，因而通过推测算法获得更加全面准确的自治域商业关系成为了学术界与产业界关注的热点。文中系统地综述了现有的互联网自治域商业关系推测算法及其存在的问题，并对该领域有待进一步研究的问题和可能的解决方案给出了一些建议。
通信协议形式化模型的研究,"本文提出了适应于通信协议的一类抽象形式化模型:抽象行为模型和抽象结构模型.前者主要包括事件、输入/输出、内部/外部和状态等子模型;后者主要包括交互点和分层子模型.文中讨论了这类形式模型的有效性和适用性,运用该类模型对通信协议的主要概念及性质进行了形式定义和描述.重点给出了基于该类模型的协议安全性及活性的形式定义,研讨了安全性及活性的验证,以及某些典型形式描述技术FDT(Estelle,LOTOS,SDL)之间的语义联系,从而为通信协议的研究提供了一种有效的形式基础.",通信协议_形式化模型_谓词逻辑_语义,计算机科学与技术,通信协议_形式化模型_谓词逻辑_语义,233,"通信协议形式化模型的研究 本文提出了适应于通信协议的一类抽象形式化模型:抽象行为模型和抽象结构模型.前者主要包括事件、输入/输出、内部/外部和状态等子模型;后者主要包括交互点和分层子模型.文中讨论了这类形式模型的有效性和适用性,运用该类模型对通信协议的主要概念及性质进行了形式定义和描述.重点给出了基于该类模型的协议安全性及活性的形式定义,研讨了安全性及活性的验证,以及某些典型形式描述技术FDT(Estelle,LOTOS,SDL)之间的语义联系,从而为通信协议的研究提供了一种有效的形式基础."
SMS4密码算法的差分故障攻击,"SMS4是用于WAPI的分组密码算法,是国内官方公布的第一个商用密码算法.由于公布时间不长,关于它的安全性研究尚没有公开结果发表.该文研究SMS4密码算法对差分故障攻击的安全性.攻击采用面向字节的随机故障模型,并且结合了差分分析技术.该攻击方法理论上仅需要32个错误密文就可以完全恢复出SMS4的128比特种子密钥.因为实际中故障发生的字节位置是不可能完全平均的,所以实际攻击所需错误密文数将略大于理论值;文中的实验结果也验证了这一事实,恢复SMS4的128bit种子密钥平均大约需要47个错误密文.文章结果显示SMS4对差分故障攻击是脆弱的.为了避免这类攻击,建议用户对加密设备进行保护,阻止攻击者对其进行故障诱导.",SMS4密码算法_差分分析_差分故障攻击_故障模型_差分表,计算机科学与技术,SMS4密码算法_差分分析_差分故障攻击_故障模型_差分表,4326,"SMS4密码算法的差分故障攻击 SMS4是用于WAPI的分组密码算法,是国内官方公布的第一个商用密码算法.由于公布时间不长,关于它的安全性研究尚没有公开结果发表.该文研究SMS4密码算法对差分故障攻击的安全性.攻击采用面向字节的随机故障模型,并且结合了差分分析技术.该攻击方法理论上仅需要32个错误密文就可以完全恢复出SMS4的128比特种子密钥.因为实际中故障发生的字节位置是不可能完全平均的,所以实际攻击所需错误密文数将略大于理论值;文中的实验结果也验证了这一事实,恢复SMS4的128bit种子密钥平均大约需要47个错误密文.文章结果显示SMS4对差分故障攻击是脆弱的.为了避免这类攻击,建议用户对加密设备进行保护,阻止攻击者对其进行故障诱导."
一种基于曲量场空间的人脸识别算法,"为了解决二维人脸识别准确度提升空间有限,三维人脸识别数据量大、识别速度慢的问题,提出了一种新的基于曲量场空间的人脸识别算法(Face Recognition based on Curved Space Field,FRCSF).该算法首先检测彩色人脸图像内的面部凸凹信息,利用曲量子描绘凸凹域的渐变梯度特征,去除人脸彩色信息,降低三维信息量.然后以分散的曲量子群融合成曲量子空间.将曲量子空间进行边缘曲量子光滑衔接,组成曲量场空间.最后提取曲量场空间内的深度和维度信息,通过与曲量人脸库进行信息对比,判别出人脸身份.该算法抓住了人脸面部的凸凹特征,继而将凸凹特征采用具有空间连续性规律约束的曲量场进行描述,识别准确率较高,同时由于对三维人脸采用曲量子进行重建,数据量小,识别速度较快.大量实验表明,该算法既保存了二维人脸识别速度快的长处,又融入了三维人脸识别的局部三维信息,具有较高的识别性能.",曲量场空间_曲量人脸_曲量子_场空间维_人脸识别,计算机科学与技术,曲量场空间_曲量人脸_曲量子_场空间维_人脸识别,1489,"一种基于曲量场空间的人脸识别算法 为了解决二维人脸识别准确度提升空间有限,三维人脸识别数据量大、识别速度慢的问题,提出了一种新的基于曲量场空间的人脸识别算法(Face Recognition based on Curved Space Field,FRCSF).该算法首先检测彩色人脸图像内的面部凸凹信息,利用曲量子描绘凸凹域的渐变梯度特征,去除人脸彩色信息,降低三维信息量.然后以分散的曲量子群融合成曲量子空间.将曲量子空间进行边缘曲量子光滑衔接,组成曲量场空间.最后提取曲量场空间内的深度和维度信息,通过与曲量人脸库进行信息对比,判别出人脸身份.该算法抓住了人脸面部的凸凹特征,继而将凸凹特征采用具有空间连续性规律约束的曲量场进行描述,识别准确率较高,同时由于对三维人脸采用曲量子进行重建,数据量小,识别速度较快.大量实验表明,该算法既保存了二维人脸识别速度快的长处,又融入了三维人脸识别的局部三维信息,具有较高的识别性能."
一种基于启发式约简的案例故障特征优化算法,"通过研究粗糙集理论中基于可辨识矩阵的属性约简算法,提出了一种适用于案例故障特征优化的属性启发式约简算法.该算法综合考虑了决定故障特征重要性的三个要素,并以通信装备故障案例特征优化为例,验证了该算法的有效性.",粗糙集_启发式约简_特征优化,计算机科学与技术,粗糙集_启发式约简_特征优化,3413,"一种基于启发式约简的案例故障特征优化算法 通过研究粗糙集理论中基于可辨识矩阵的属性约简算法,提出了一种适用于案例故障特征优化的属性启发式约简算法.该算法综合考虑了决定故障特征重要性的三个要素,并以通信装备故障案例特征优化为例,验证了该算法的有效性."
未标定摄像机非共面P4P问题的一种解析解,"经典PnP问题是以摄像机内参已知为前提条件的,然而对未标定摄像机PnP问题的研究更具有实际意义.文中针对未标定二参数针孔摄像机,首次研究了非共面P4P问题解的个数,同时提出了一种解析解.不仅可以求出摄像机相对于世界坐标系的位姿,而且还能得到摄像机的内参.首先根据投影方程和旋转矩阵的性质,利用14个变量构造出了14个约束方程,然后通过消元推导出只含一个未知数的8次多项式方程,分析证实一般情况下未标定摄像机非共面P4P问题最多有8组实解,而且解的上限可以达到.大量的仿真和真实图像实验表明,该算法在确定摄像机内外参上精度很高,且鲁棒性很强.该算法在物体定位、手眼定标、路标导航等领域具有比较重要的实际应用价值.",非共面P4P问题_摄像机标定_摄像机定位_析配消元法_解的上限,计算机科学与技术,非共面P4P问题_摄像机标定_摄像机定位_析配消元法_解的上限,169,"未标定摄像机非共面P4P问题的一种解析解 经典PnP问题是以摄像机内参已知为前提条件的,然而对未标定摄像机PnP问题的研究更具有实际意义.文中针对未标定二参数针孔摄像机,首次研究了非共面P4P问题解的个数,同时提出了一种解析解.不仅可以求出摄像机相对于世界坐标系的位姿,而且还能得到摄像机的内参.首先根据投影方程和旋转矩阵的性质,利用14个变量构造出了14个约束方程,然后通过消元推导出只含一个未知数的8次多项式方程,分析证实一般情况下未标定摄像机非共面P4P问题最多有8组实解,而且解的上限可以达到.大量的仿真和真实图像实验表明,该算法在确定摄像机内外参上精度很高,且鲁棒性很强.该算法在物体定位、手眼定标、路标导航等领域具有比较重要的实际应用价值."
易错视频传输中基于带宽-失真代价最小化准则的部分重传算法,"针对视频传输系统主要关注的两个因素:传输所用的总体带宽和终端最终的解码失真,提出带宽-失真(B D)代价函数的概念,给出B-D关系定理及其证明.利用视频数据本身存在的时空相关的特点,进一步提出了基于最小化B D代价的部分重传机制.实验结果及分析表明,相对于尽力而为ARQ机制,所提出的算法有如下几个特点:(1)在保持终端接收质量基本不变的前提下,能有效减少带宽(可达20%以上);(2)在低比特率情形下性能比高比特率下的性能要好,所以更适合于低比特应用;(3)对运动平缓和纹理平滑的视频序列更为有效.",带宽-失真代价函数_部分重传_视频传输_B-D函数,计算机科学与技术,带宽-失真代价函数_部分重传_视频传输_B-D函数,3728,"易错视频传输中基于带宽-失真代价最小化准则的部分重传算法 针对视频传输系统主要关注的两个因素:传输所用的总体带宽和终端最终的解码失真,提出带宽-失真(B D)代价函数的概念,给出B-D关系定理及其证明.利用视频数据本身存在的时空相关的特点,进一步提出了基于最小化B D代价的部分重传机制.实验结果及分析表明,相对于尽力而为ARQ机制,所提出的算法有如下几个特点:(1)在保持终端接收质量基本不变的前提下,能有效减少带宽(可达20%以上);(2)在低比特率情形下性能比高比特率下的性能要好,所以更适合于低比特应用;(3)对运动平缓和纹理平滑的视频序列更为有效."
基于整数小波最优直方图对的图像无损数据隐藏,"嵌入位置图法是目前国内外普遍应用的图像数据隐藏方法,但其嵌入量不够大,图像的视觉效果也一般.针对此不足,提出一种基于多灰度图像真实性认证的直方图对无损数据隐藏新方法.该方法对灰度图像进行整数小波变换(IWT),并在直方图上选取最优阁值,通过构造直方图对进行数据嵌入.实验表明,在嵌入容量为0.1bpp时,峰值信噪比达到46 dB,嵌入效果较好.",最优直方图对_无损数据隐藏_整数小波_最优阈值_直方图调整_最优嵌入区,计算机科学与技术,最优直方图对_无损数据隐藏_整数小波_最优阈值_直方图调整_最优嵌入区,1263,"基于整数小波最优直方图对的图像无损数据隐藏 嵌入位置图法是目前国内外普遍应用的图像数据隐藏方法,但其嵌入量不够大,图像的视觉效果也一般.针对此不足,提出一种基于多灰度图像真实性认证的直方图对无损数据隐藏新方法.该方法对灰度图像进行整数小波变换(IWT),并在直方图上选取最优阁值,通过构造直方图对进行数据嵌入.实验表明,在嵌入容量为0.1bpp时,峰值信噪比达到46 dB,嵌入效果较好."
一种基于环切割的约束满足问题求解算法,"该文首先给出一种无环约束满足问题的无回溯搜索算法Tree_Search,然后将环切割思想嵌入到目前最流行的MAC3rm算法中,给出一种新算法CCS.CCS将原同溯搜索过程分为两部分:第1部分通过回溯搜索求解环切割集中变量,将原问题化简成一个满足弧相容的无环问题；第2部分通过无回溯的Tree_Search算法求解化简后的无环问题,改进了MAC3rm算法.证明了MAC3rm算法在环切割集上求得的局部解一定可以扩展为一个全局解,并且如果原问题无解,则MAC3rm算法在环切割集上找不到局部解.实验结果显示,CCS的效率在大多数情况下高于MAC3rm.在求解随机问题相变阶段的测试用例时,CCS的效率最高可以达到MAC3rm的140倍.Benchmark中几组问题的测试结果显示,CCS在整体上效率高于MAC,最高可以达到MAC3rm的100倍以上.",弧相容_无回溯搜索_环切割_MAC3 rm,计算机科学与技术,弧相容_无回溯搜索_环切割_MAC3 rm,5515,"一种基于环切割的约束满足问题求解算法 该文首先给出一种无环约束满足问题的无回溯搜索算法Tree_Search,然后将环切割思想嵌入到目前最流行的MAC3rm算法中,给出一种新算法CCS.CCS将原同溯搜索过程分为两部分:第1部分通过回溯搜索求解环切割集中变量,将原问题化简成一个满足弧相容的无环问题；第2部分通过无回溯的Tree_Search算法求解化简后的无环问题,改进了MAC3rm算法.证明了MAC3rm算法在环切割集上求得的局部解一定可以扩展为一个全局解,并且如果原问题无解,则MAC3rm算法在环切割集上找不到局部解.实验结果显示,CCS的效率在大多数情况下高于MAC3rm.在求解随机问题相变阶段的测试用例时,CCS的效率最高可以达到MAC3rm的140倍.Benchmark中几组问题的测试结果显示,CCS在整体上效率高于MAC,最高可以达到MAC3rm的100倍以上."
有限域上二次型的密码学特性,"该文给出有限域上二次型的紧致表示形式,讨论了它们的密码学特性;给出了特征等于2的有限域上,二次型是平衡函数的充要条件,并指出特征不等于2的有限域上,二次型都不是平衡函数;给出了二次函数是平衡函数的充要条件.从该文结果可以看出Pieprzyk等用二次函数构造的方案是错误的.",平衡性_二次型_欺骗免疫秘密共享,计算机科学与技术,平衡性_二次型_欺骗免疫秘密共享,1561,"有限域上二次型的密码学特性 该文给出有限域上二次型的紧致表示形式,讨论了它们的密码学特性;给出了特征等于2的有限域上,二次型是平衡函数的充要条件,并指出特征不等于2的有限域上,二次型都不是平衡函数;给出了二次函数是平衡函数的充要条件.从该文结果可以看出Pieprzyk等用二次函数构造的方案是错误的."
关键词自动标引的最大熵模型应用研究,"关键词是文档管理、文本聚类/分类、信息检索等领域可利用的重要资源,因此该文提出了利用最大熵模型进行自动标引的技术.最大熵模型为一个成熟的数学模型,已经应用到计算语言学的各个领域.然而它的应用非常灵活,针对标引任务和现有资源的实际情况,作者首先建立了最大熵模型的特征集合,然后提出了三种试验方法,并给出了相应的试验结果,最后针对最大熵模型在关键词自动标引任务中的应用做了有益的分析和探讨.该研究对于关键词标引研究以及最大熵在其他领域中的应用将有所启示.",关键词标引_关键词抽取_最大熵模型_信息抽取,计算机科学与技术,关键词标引_关键词抽取_最大熵模型_信息抽取,6398,"关键词自动标引的最大熵模型应用研究 关键词是文档管理、文本聚类/分类、信息检索等领域可利用的重要资源,因此该文提出了利用最大熵模型进行自动标引的技术.最大熵模型为一个成熟的数学模型,已经应用到计算语言学的各个领域.然而它的应用非常灵活,针对标引任务和现有资源的实际情况,作者首先建立了最大熵模型的特征集合,然后提出了三种试验方法,并给出了相应的试验结果,最后针对最大熵模型在关键词自动标引任务中的应用做了有益的分析和探讨.该研究对于关键词标引研究以及最大熵在其他领域中的应用将有所启示."
无线多媒体网络中一种基于测量网络状态的动态呼叫接纳控制算法,"提出了一种无线多媒体网络中基于测量网络状态的动态呼叫接纳控制算法.它区分了实时和非实时业务,在网络带宽资源不足时可通过降低非实时业务带宽确保实时业务呼叫连接的可靠性;还可根据当前网络状况调整预留带宽大小,使小区实时业务切换呼叫掉线率低于设定的门限值.大量仿真结果显示该算法具有低实时业务切换呼叫掉线率和与固定预留方案相当的带宽利用率,而只以略高的新呼叫阻塞率为代价,适合各种不同概率发生时实际应用的情况.",呼叫接纳控制_无线多媒体网络_切换_带宽预留_服务质量,计算机科学与技术,呼叫接纳控制_无线多媒体网络_切换_带宽预留_服务质量,6126,"无线多媒体网络中一种基于测量网络状态的动态呼叫接纳控制算法 提出了一种无线多媒体网络中基于测量网络状态的动态呼叫接纳控制算法.它区分了实时和非实时业务,在网络带宽资源不足时可通过降低非实时业务带宽确保实时业务呼叫连接的可靠性;还可根据当前网络状况调整预留带宽大小,使小区实时业务切换呼叫掉线率低于设定的门限值.大量仿真结果显示该算法具有低实时业务切换呼叫掉线率和与固定预留方案相当的带宽利用率,而只以略高的新呼叫阻塞率为代价,适合各种不同概率发生时实际应用的情况."
基于自重构粒子滤波算法的目标跟踪,该文提出了一种对粒子滤波跟踪器进行分裂和合并的自重构算法。该算法能够通过分裂跟踪器以应对复杂多变的跟踪环境，同时，合并过程能够从多个跟踪器中选出最优跟踪器，合并冗余的跟踪器以达到减少计算量的效果。通过使用分裂和合并，能够在使用较少粒子的情况下达到很好的跟踪效果，在一定程度上解决了粒子滤波跟踪中计算量大的问题。分裂出来的多个跟踪器能够同时从多个位置多个方向跟踪目标，降低了复杂环境下目标跟踪丢失的概率，避免了粒子滤波中跟踪丢失时需重新选定目标的问题。通过和其他算法对比，文中提出的算法在跟踪准确性和跟踪效率两个方面表现优秀。,目标跟踪_粒子滤波_分裂_合并_计算机视觉,计算机科学与技术,目标跟踪_粒子滤波_分裂_合并_计算机视觉,6639,基于自重构粒子滤波算法的目标跟踪 该文提出了一种对粒子滤波跟踪器进行分裂和合并的自重构算法。该算法能够通过分裂跟踪器以应对复杂多变的跟踪环境，同时，合并过程能够从多个跟踪器中选出最优跟踪器，合并冗余的跟踪器以达到减少计算量的效果。通过使用分裂和合并，能够在使用较少粒子的情况下达到很好的跟踪效果，在一定程度上解决了粒子滤波跟踪中计算量大的问题。分裂出来的多个跟踪器能够同时从多个位置多个方向跟踪目标，降低了复杂环境下目标跟踪丢失的概率，避免了粒子滤波中跟踪丢失时需重新选定目标的问题。通过和其他算法对比，文中提出的算法在跟踪准确性和跟踪效率两个方面表现优秀。
NEMO网络在PMIPv6中的实现及快速切换方案,"针对网络移动性(NEMO)基本支持方案(NBS)中NEMO网络切换时延过长的问题,提出一种NEMO网络在代理移动IPv6(PMIPv6)中的实现方案,并针对其切换流程进行了进一步优化.新方案通过缩减经无线链路传输的切换信令条数以及提前建立数据转发隧道,实现了移动网络的快速切换.分析结果显示,新方案的标准切换流程和快速切换流程比NBS方案的切换流程分别减少了56.55％和58.63％的切换时延.",网络移动性_代理移动IPv6_快速切换,计算机科学与技术,网络移动性_代理移动IPv6_快速切换,3135,"NEMO网络在PMIPv6中的实现及快速切换方案 针对网络移动性(NEMO)基本支持方案(NBS)中NEMO网络切换时延过长的问题,提出一种NEMO网络在代理移动IPv6(PMIPv6)中的实现方案,并针对其切换流程进行了进一步优化.新方案通过缩减经无线链路传输的切换信令条数以及提前建立数据转发隧道,实现了移动网络的快速切换.分析结果显示,新方案的标准切换流程和快速切换流程比NBS方案的切换流程分别减少了56.55％和58.63％的切换时延."
网络能耗系统模型及能效算法,"网络能耗问题是当前网络研究和发展的重要问题,影响着网络的设计、应用和发展.当前网络能效异法的    研究大多从网络局部角度关注于网络某一(些)设施的能耗问题,缺乏从网络全局的角度研究网络整体能耗的算法和策略.文中从网络全局角度研究网络的能耗模型和算法问题.文中基于3种基本网络数据传递模式和3种基本网络能耗机制,构建了网络能耗系统优化模型,对其中5种关键系统模型给出了详细的描述.针对几个关键系统模型,文中给出了形式化描述并且提出了相应的优化的节能路由算法.文中给出的网络系统能耗优化模型有助于对于网络能耗的理解和分析,所提出的能耗优化的网络数据包路由算法可以从网络路由的角度有效降低网络能耗.",能耗_系统模型_能效算法_最优化_网络延迟_绿色计算,计算机科学与技术,能耗_系统模型_能效算法_最优化_网络延迟_绿色计算,1820,"网络能耗系统模型及能效算法 网络能耗问题是当前网络研究和发展的重要问题,影响着网络的设计、应用和发展.当前网络能效异法的    研究大多从网络局部角度关注于网络某一(些)设施的能耗问题,缺乏从网络全局的角度研究网络整体能耗的算法和策略.文中从网络全局角度研究网络的能耗模型和算法问题.文中基于3种基本网络数据传递模式和3种基本网络能耗机制,构建了网络能耗系统优化模型,对其中5种关键系统模型给出了详细的描述.针对几个关键系统模型,文中给出了形式化描述并且提出了相应的优化的节能路由算法.文中给出的网络系统能耗优化模型有助于对于网络能耗的理解和分析,所提出的能耗优化的网络数据包路由算法可以从网络路由的角度有效降低网络能耗."
